,UserID,MovieID,Rating
723,26,1997,4
724,26,454,3
725,26,1704,4
726,26,2875,3
727,26,1644,3
728,26,3249,3
729,26,2012,3
730,26,2950,2
731,26,2953,3
732,26,3689,1
733,26,472,3
734,26,3254,3
735,26,2528,3
736,26,1586,3
737,26,1588,3
738,26,1084,4
739,26,3331,3
740,26,628,4
741,26,2463,3
742,26,95,3
743,26,3194,3
744,26,2539,3
745,26,1302,3
746,26,2106,3
747,26,2109,4
748,26,1097,4
749,26,1810,3
750,26,2470,3
751,26,1678,4
752,26,1240,4
753,27,1265,5
754,27,1198,5
755,27,300,4
756,27,318,5
757,27,1294,5
758,27,916,5
759,27,926,5
760,27,2289,5
761,27,955,5
762,27,2948,4
763,27,541,5
764,27,1225,5
765,27,2100,4
766,27,1097,5
767,28,593,4
768,28,2657,3
769,28,901,4
770,28,906,4
771,28,919,4
772,28,846,3
773,28,1956,4
774,28,32,4
775,28,1617,4
776,28,50,5
777,28,527,5
778,28,3671,4
779,28,2947,4
780,28,1136,4
781,28,1210,4
782,28,551,4
783,28,1660,4
784,28,2396,4
785,28,2398,4
786,28,2033,3
787,28,1097,4
788,29,3527,4
789,29,3468,4
790,29,912,5
791,29,1954,4
792,29,3639,4
793,29,353,3
794,29,3062,4
795,29,1036,4
796,29,3726,3
797,29,2000,4
798,29,1200,4
799,29,2947,4
800,29,3753,4
801,29,1214,4
802,29,541,5
803,29,2527,3
804,29,3836,4
805,29,1085,4
806,29,480,4
807,29,3405,4
808,29,494,3
809,29,2617,3
810,30,2997,5
811,30,17,4
812,30,2686,4
813,30,3072,4
814,30,2858,5
815,30,608,5
816,30,2442,4
817,30,1213,5
818,30,2966,4
819,31,1777,4
820,31,3451,4
821,31,3608,4
822,31,3397,4
823,31,11,4
824,31,3040,4
825,31,2407,3
826,31,368,4
827,31,2922,4
828,31,2355,4
829,31,957,4
830,31,2935,5
831,31,2792,3
832,31,3096,4
833,31,2870,4
834,31,2948,4
835,31,1136,5
836,31,3244,4
837,31,3685,4
838,31,3189,4
839,31,3836,4
840,31,480,4
841,31,1304,5
842,31,1234,5
843,32,3286,3
844,32,266,3
845,32,1956,4
846,32,32,4
847,32,1617,4
848,32,3159,4
849,32,457,4
850,32,1208,4
851,32,2959,5
852,32,2108,4
853,33,1249,4
854,33,3421,4
855,33,2550,3
856,33,2993,4
857,33,1183,3
858,33,3505,4
859,33,586,3
860,33,223,4
861,33,2132,4
862,33,1263,4
863,33,1193,4
864,33,590,4
865,33,1198,5
866,33,595,4
867,33,300,4
868,33,2646,3
869,33,2648,4
870,33,3016,3
871,33,2070,4
872,33,1272,4
873,33,2076,4
874,33,316,3
875,33,319,4
876,33,1350,3
877,33,1287,4
878,33,2662,4
879,33,2739,4
880,33,3100,4
881,33,2303,4
882,33,903,4
883,33,1367,3
884,33,1299,4
885,33,1947,4
886,33,3044,4
887,33,1372,3
888,33,1012,4
889,33,1885,4
890,33,1380,3
891,33,2186,4
892,33,926,4
893,33,2406,4
894,33,2193,3
895,33,2268,4
896,33,1393,3
897,33,3576,4
898,33,1035,4
899,33,364,4
900,33,3072,4
901,33,949,4
902,33,2423,3
903,33,2353,4
904,33,1994,3
905,33,2797,4
906,33,3230,3
907,33,3168,4
908,33,2944,4
909,33,3244,3
910,33,1717,3
911,33,3681,4
912,33,1213,4
913,33,1214,4
914,33,1721,3
915,33,2455,3
916,33,2384,3
917,33,1584,3
918,33,3693,3
919,33,1225,4
920,33,480,4
921,33,3334,4
922,33,1304,4
923,33,1231,4
924,33,2109,3
925,33,1235,4
926,33,1097,4
927,33,3271,4
928,33,1678,4
929,33,2115,4
930,33,1245,4
931,34,3358,4
932,34,2133,4
933,34,1278,5
934,34,3387,3
935,34,3608,4
936,34,2735,3
937,34,3039,4
938,34,838,4
939,34,3623,4
940,34,3481,5
941,34,1387,5
942,34,353,4
943,34,39,4
944,34,1393,4
945,34,1541,3
946,34,441,5
947,34,2424,4
948,34,3087,4
949,34,2794,3
950,34,3597,3
951,34,1994,4
952,34,1997,5
953,34,529,4
954,34,539,4
955,34,1641,4
956,34,1717,3
957,34,543,4
958,34,2380,3
959,34,2396,5
960,34,2108,4
961,34,708,4
962,34,497,5
963,34,2478,4
964,35,1252,5
965,35,800,4
966,35,1272,4
967,35,318,5
968,35,1288,5
969,35,3461,4
970,35,902,4
971,35,2239,4
972,35,1945,4
973,35,1949,4
974,35,1370,4
975,35,915,4
976,35,1955,4
977,35,1957,4
978,35,3566,3
979,35,2692,4
980,35,1028,4
981,35,1029,4
982,35,3060,4
983,35,2331,3
984,35,36,4
985,35,3068,4
986,35,1393,4
987,35,1103,4
988,35,2919,4
989,35,1035,5
990,35,2922,4
991,35,2858,5
992,35,2420,4
993,35,2424,3
994,35,1124,4
995,35,971,4
996,35,2385,3
997,35,2966,4
998,35,1801,3
999,35,1162,4
1000,35,1096,4
1001,35,1674,4
1002,35,1172,4
1003,35,3788,4
1004,36,1249,5
1005,36,2989,4
1006,36,3424,5
1007,36,1259,5
1008,36,581,5
1009,36,1831,4
1010,36,223,5
1011,36,2137,4
1012,36,1264,5
1013,36,733,4
1014,36,3441,4
1015,36,592,5
1016,36,1912,5
1017,36,232,5
1018,36,235,4
1019,36,164,4
1020,36,3952,4
1021,36,1272,5
1022,36,1276,5
1023,36,1923,5
1024,36,2580,4
1025,36,2802,4
1026,36,3101,4
1027,36,2599,5
1028,36,3035,5
1029,36,1291,5
1030,36,1297,5
1031,36,2815,4
1032,36,1876,4
1033,36,16,4
1034,36,2245,4
1035,36,198,4
1036,36,1376,5
1037,36,3480,4
1038,36,3052,5
1039,36,1527,5
1040,36,1387,5
1041,36,785,5
1042,36,2694,4
1043,36,1603,4
1044,36,3066,5
1045,36,1393,4
1046,36,3712,4
1047,36,47,5
1048,36,2418,4
1049,36,2278,4
1050,36,1476,4
1051,36,3156,4
1052,36,2355,4
1053,36,3591,4
1054,36,524,5
1055,36,2433,4
1056,36,3745,4
1057,36,969,5
1058,36,1573,4
1059,36,2012,4
1060,36,1210,5
1061,36,2883,4
1062,36,1722,4
1063,36,1653,4
1064,36,1081,5
1065,36,555,5
1066,36,1663,4
1067,36,2469,4
1068,36,1307,5
1069,36,1092,4
1070,36,2541,4
1071,36,1747,4
1072,36,2118,4
1073,36,2985,4
1074,37,3864,3
1075,37,1380,4
1076,37,1457,3
1077,37,356,5
1078,37,361,4
1079,37,3159,5
1080,37,2791,5
1081,37,1997,5
1082,37,605,3
1083,37,1722,4
1084,37,2396,5
1085,38,141,4
1086,38,236,4
1087,38,2805,3
1088,38,13,4
1089,38,17,4
1090,38,1895,3
1091,38,356,5
1092,38,357,4
1093,38,361,4
1094,38,2340,4
1095,38,377,4
1096,38,2355,4
1097,38,1059,4
1098,38,2506,4
1099,38,531,4
1100,38,539,4
1101,38,1573,4
1102,38,3259,4
1103,38,1593,3
1104,38,490,4
1105,39,2997,5
1106,39,2599,4
1107,39,3113,3
1108,39,2826,3
1109,39,2908,5
1110,39,2770,3
1111,39,2772,3
1112,39,3578,5
1113,39,3157,3
1114,39,2502,4
1115,39,3745,4
1116,39,3176,4
1117,40,161,4
1118,40,3461,4
1119,40,1291,4
1120,40,2816,2
1121,40,920,4
1122,40,780,4
1123,40,2402,3
1124,40,3643,4
1125,40,2287,4
1126,40,1204,5
1127,40,2944,4
1128,40,2871,4
1129,40,3247,3
1130,40,1073,4
1131,40,1580,4
1132,40,1085,4
1133,40,3269,3
1134,40,1676,3
1135,40,2115,4
1136,41,224,4
1137,41,1196,5
1138,41,2338,1
1139,41,531,4
1140,41,1658,3
1141,42,648,4
1142,42,1831,3
1143,42,593,5
1144,42,1779,3
1145,42,748,3
1146,42,3527,4
1147,42,173,3
1148,42,1356,4
1149,42,185,3
1150,42,1291,4
1151,42,10,4
1152,42,196,3
1153,42,1372,4
1154,42,1373,3
1155,42,3555,4
1156,42,1953,4
1157,42,1019,4
1158,42,24,3
1159,42,349,4
1160,42,1527,4
1161,42,3701,3
1162,42,3703,4
1163,42,1387,4
1164,42,3638,3
1165,42,1968,4
1166,42,32,4
1167,42,2407,4
1168,42,1394,4
1169,42,1396,4
1170,42,2915,4
1171,42,2273,4
1172,42,527,5
1173,42,3745,4
1174,42,2011,4
1175,42,1210,4
1176,42,610,4
1177,42,2528,4
1178,42,1584,4
1179,42,3769,4
1180,42,1301,4
1181,42,2105,4
1182,42,1307,4
1183,42,1097,4
1184,42,3927,4
1185,42,2117,4
1186,42,2985,4
1187,43,2706,4
1188,43,1197,5
1189,43,2763,4
1190,43,2369,3
1191,43,2396,5
1192,44,2550,4
1193,44,2133,4
1194,44,594,4
1195,44,2140,4
1196,44,3386,4
1197,44,316,3
1198,44,2083,4
1199,44,1356,4
1200,44,904,5
1201,44,1294,5
1202,44,260,5
1203,44,912,5
1204,44,3489,3
1205,44,2321,4
1206,44,1022,4
1207,44,2699,3
1208,44,34,4
1209,44,2406,4
1210,44,2407,4
1211,44,1396,4
1212,44,2916,4
1213,44,2918,4
1214,44,1982,5
1215,44,1984,1
1216,44,1986,2
1217,44,2797,4
1218,44,2297,4
1219,44,891,2
1220,44,2006,4
1221,44,1645,4
1222,44,2459,4
1223,44,2460,3
1224,44,3264,3
1225,44,1307,5
1226,44,2470,4
1227,44,497,5
1228,44,2115,4
1229,44,2043,3
1230,44,1243,5
1231,45,1821,3
1232,45,2054,3
1233,45,2700,3
1234,45,587,3
1235,45,153,2
1236,45,802,3
1237,45,1265,4
1238,45,3516,3
1239,45,1414,3
1240,45,3450,3
1241,45,2724,3
1242,45,3528,3
1243,45,1782,3
1244,45,2150,3
1245,45,3608,3
1246,45,3462,4
1247,45,902,3
1248,45,1292,4
1249,45,905,4
1250,45,3612,3
1251,45,3540,3
1252,45,691,3
1253,45,2671,3
1254,45,1948,4
1255,45,11,3
1256,45,339,3
1257,45,3044,3
1258,45,1441,3
1259,45,911,4
1260,45,2248,4
1261,45,1014,3
1262,45,779,3
1263,45,276,3
1264,45,2694,3
1265,45,1968,4
1266,45,2262,3
1267,45,933,4
1268,45,937,3
1269,45,2918,4
1270,45,2849,3
1271,45,2779,3
1272,45,2340,3
1273,45,447,2
1274,45,377,3
1275,45,378,3
1276,45,3087,3
1277,45,3591,3
1278,45,2791,4
1279,45,3099,3
1280,45,2297,3
1281,45,2942,3
1282,45,3248,2
1283,45,3685,3
1284,45,3699,3
1285,45,2100,3
1286,45,1304,4
1287,45,633,3
1288,45,492,4
1289,45,1677,3
1290,46,3939,5
1291,46,1972,1
1292,46,1974,5
1293,46,1977,5
1294,46,1982,5
1295,46,1986,5
1296,46,529,5
1297,46,891,5
1298,47,318,5
1299,47,1949,4
1300,47,1041,4
1301,47,1089,5
1302,48,719,3
1303,48,647,3
1304,48,2991,3
1305,48,1253,4
1306,48,3868,3
1307,48,2134,3
1308,48,802,3
1309,48,3877,2
1310,48,1266,3
1311,48,1197,4
1312,48,593,4
1313,48,1411,4
1314,48,2141,3
1315,48,743,3
1316,48,1356,3
1317,48,1283,4
1318,48,2302,3
1319,48,3107,3
1320,48,3034,3
1321,48,2094,3
1322,48,1294,4
1323,48,836,3
1324,48,765,3
1325,48,2245,3
1326,48,912,4
1327,48,915,4
1328,48,1378,3
1329,48,919,4
1330,48,2324,4
1331,48,1526,3
1332,48,924,3
1333,48,788,3
1334,48,2405,3
1335,48,3213,3
1336,48,3142,3
1337,48,1616,3
1338,48,879,3
1339,48,3081,3
1340,48,1488,3
1341,48,1704,4
1342,48,2291,3
1343,48,969,4
1344,48,3243,3
1345,48,1580,3
1346,48,3260,3
1347,48,2531,3
1348,48,3261,3
1349,48,2532,3
1350,48,2393,3
1351,48,1665,3
1352,48,1597,3
1353,48,2616,2
1354,48,3507,4
1355,48,1907,3
1356,48,2567,3
1357,48,1693,3
1358,48,151,3
1359,48,1694,3
1360,48,2571,4
1361,48,2574,2
1362,48,303,3
1363,48,160,2
1364,48,165,3
1365,48,2581,3
1366,48,1927,4
1367,48,3388,3
1368,48,2804,4
1369,48,3396,3
1370,48,1792,3
1371,48,3398,3
1372,48,252,3
1373,48,1797,3
1374,48,256,3
1375,48,3471,4
1376,48,2815,3
1377,48,1007,3
1378,48,1944,4
1379,48,260,4
1380,48,1876,3
1381,48,15,3
1382,48,19,2
1383,48,196,3
1384,48,1010,3
1385,48,3483,3
1386,48,1882,2
1387,48,413,3
1388,48,2759,3
1389,48,3489,3
1390,48,24,3
1391,48,346,3
1392,48,419,2
1393,48,1027,3
1394,48,1028,3
1395,48,1029,3
1396,48,355,2
1397,48,39,3
1398,48,367,3
1399,48,368,3
1400,48,1042,3
1401,48,50,4
1402,48,376,3
1403,48,3809,3
1404,48,524,3
1405,48,527,4
1406,48,62,3
1407,48,65,2
1408,48,66,2
1409,48,1207,4
1410,48,608,4
1411,48,3753,3
1412,48,1219,4
1413,48,474,3
1414,48,2021,3
1415,48,2023,3
1416,48,1222,4
1417,48,2968,3
1418,48,1233,4
1419,48,1240,4
1420,48,1242,4
1421,48,2985,3
1422,49,741,4
1423,49,1527,4
1424,49,2278,4
1425,49,1554,4
1426,49,1676,3
1427,49,2628,4
1428,49,3362,4
1429,49,2571,5
1430,49,3615,4
1431,49,2761,4
1432,49,2763,4
1433,49,1036,4
1434,49,376,3
1435,49,3735,4
1436,49,1997,4
1437,49,3740,4
1438,49,3751,4
1439,49,1148,5
1440,49,474,4
1441,49,89,3
1442,49,95,3
1443,49,494,3
1444,50,3863,3
1445,50,144,3
1446,50,3510,4
1447,50,3616,3
1448,50,3717,3
1449,50,2791,4
1450,50,3594,3
1451,50,524,4
1452,50,3751,4
1453,51,588,4
1454,51,3409,4
1455,51,2396,5
1456,51,1923,5
1457,51,3553,3
1458,51,348,4
1459,51,1895,3
1460,51,34,4
1461,52,2126,3
1462,52,1370,4
1463,52,2353,4
1464,52,112,4
1465,52,3274,4
1466,52,144,4
1467,52,2826,4
1468,52,21,4
1469,52,2763,4
1470,52,2916,4
1471,52,3646,4
1472,52,292,4
1473,52,457,5
1474,52,3821,3
1475,52,555,5
1476,52,3916,5
1477,53,1175,5
1478,53,1249,5
1479,53,648,5
1480,53,3863,4
1481,53,2054,4
1482,53,2058,4
1483,53,1190,5
1484,53,1196,5
1485,53,590,5
1486,53,593,5
1487,53,3018,5
1488,53,1342,5
1489,53,1270,5
1490,53,2148,5
1491,53,1274,5
1492,53,741,5
1493,53,745,5
1494,53,2080,5
1495,53,2154,5
1496,53,2087,5
1497,53,2088,4
1498,53,829,5
1499,53,901,5
1500,53,902,5
1501,53,2165,5
1502,53,1365,5
1503,53,1294,5
1504,53,1296,5
1505,53,1299,5
1506,53,1513,4
1507,53,912,5
1508,53,1378,5
1509,53,2322,4
1510,53,3053,5
1511,53,2324,5
1512,53,1380,5
1513,53,780,5
1514,53,788,4
1515,53,1395,5
1516,53,2411,5
1517,53,1617,5
1518,53,2420,5
1519,53,1623,3
1520,53,1627,5
1521,53,1556,1
1522,53,953,5
1523,53,880,3
1524,53,2291,5
1525,53,3095,5
1526,53,1645,5
1527,53,3255,5
1528,53,3257,4
1529,53,1580,5
1530,53,1729,5
1531,53,1658,5
1532,53,2605,5
1533,53,2396,5
1534,53,2613,4
